;data;codice_spira;00:00-01:00;01:00-02:00;02:00-03:00;03:00-04:00;04:00-05:00;05:00-06:00;06:00-07:00;07:00-08:00;08:00-09:00;09:00-10:00;10:00-11:00;11:00-12:00;12:00-13:00;13:00-14:00;14:00-15:00;15:00-16:00;16:00-17:00;17:00-18:00;18:00-19:00;19:00-20:00;20:00-21:00;21:00-22:00;22:00-23:00;23:00-24:00;id_uni;Livello;tipologia;codice;codice arco;codice via;Nome via;Nodo da;Nodo a;ordinanza;stato;codimpsem;direzione;angolo;longitudine;latitudine;geopoint;ID_univoco_stazione_spira;giorno settimana
27778;03/02/2024;2.19 2.19 7 1;158;66;15;17;20;44;105;330;387;430;517;560;675;485;428;504;567;615;575;487;232;17;29;265;789;1;spira;1133;4219;25430;VIALE M. KARAMCHAND GANDHI;16850;4568;4000/343434;A;399;;253;1.131.326.041.783;444.978.561.467.662;44.4978561467662, 11.31326041783;427;Sabato
27780;03/02/2024;2.21 2.10 6 1;512;269;140;84;69;115;213;657;758;779;912;1030;1276;1047;864;975;977;1043;1070;1153;1002;533;556;749;354;1;spira;102;8751;61550;VIALE GIOVANNI VICINI;16682;16683;4000/343434;A;22;S;195;113.275.349.874.958;444.968.992.842.874;44.4968992842874, 11.3275349874958;442;Sabato
27783;03/02/2024;2.26 2.25 4 1;194;98;70;50;63;84;128;263;420;505;649;581;699;487;552;427;552;580;501;473;417;227;169;253;182;1;spira;574;2574;21400;VIA EMILIA PONENTE;8711;8693;4000/343434;A;254;NO;56;11.287.461.221.671;445.123.626.162.894;44.5123626162894, 11.287461221671;451;Sabato
27785;03/02/2024;2.27 2.26 4 1;26;11;5;7;26;23;35;73;111;140;175;172;164;138;158;131;166;154;109;130;114;70;51;57;304;1;spira;44;5940;21400;VIA EMILIA PONENTE;13714;8592;4000/343434;A;13;NO;63;112.898.176.294.478;445.113.136.553.154;44.5113136553154, 11.2898176294478;454;Sabato
27790;03/02/2024;2.35 2.21 6 1;242;169;101;50;42;43;86;224;312;359;457;498;596;528;423;427;448;550;501;513;478;294;239;329;284;1;spira;24;8756;61550;VIALE GIOVANNI VICINI;16684;16686;4000/343434;A;21;S;194;113.268.760.258.863;44.498.954.845.287;44.498954845287, 11.3268760258863;483;Sabato
27795;03/02/2024;2.82 2.18 2 1;58;51;28;13;19;27;54;133;212;318;403;401;395;336;280;293;324;371;385;351;233;120;114;141;636;1;spira;1008;4563;36250;VIA MARZABOTTO;8778;4568;4000/343434;A;25;S;149;11.309.913.896.272;444.992.572.264.694;44.4992572264694, 11.309913896272;507;Sabato
27796;03/02/2024;2.82 2.18 2 2;59;53;23;13;21;27;50;121;206;375;426;416;403;325;307;299;335;351;369;373;247;130;106;125;269;1;spira;922;4568;36250;VIA MARZABOTTO;8776;8777;4000/343434;A;300;S;155;113.132.064.397.937;445.039.186.889.583;44.5039186889583, 11.3132064397937;508;Sabato
27797;03/02/2024;2.82 2.31 6 1;31;13;14;4;12;15;27;63;82;134;172;170;170;110;81;119;124;127;154;132;96;47;65;143;190;1;spira;582;4568;36250;VIA MARZABOTTO;8777;8776;4000/343434;A;300;N;335;113.133.096.525.433;445.038.846.559.691;44.5038846559691, 11.3133096525433;510;Sabato
27930;04/02/2024;0.127 2.8 4 1;94;64;44;27;17;20;17;25;88;149;207;221;234;118;143;168;177;166;159;168;110;91;81;60;597;1;spira;546;256;18000;VIA ANDREA COSTA;4596;4571;4000/343434;A;38;O;109;113.112.243.441.924;44.494.098.107.005;44.494098107005, 11.3112243441924;83;Domenica
27932;04/02/2024;0.127 2.9 8 1;281;141;77;44;38;36;64;95;179;285;404;474;590;425;376;471;542;586;602;447;391;237;209;158;165;1;spira;552;338;18000;VIA ANDREA COSTA;4691;4678;4000/343434;A;298;E;280;113.181.693.906.392;444.952.144.648.198;44.4952144648198, 11.3181693906392;100;Domenica
27939;04/02/2024;0.127 2.33 6 1;90;46;26;17;5;11;27;40;83;184;210;239;251;208;188;273;264;246;224;207;148;85;78;68;195;1;spira;588;2729;62250;VIA VITTORIO VENETO;8814;8839;4000/343434;A;19;N;336;113.215.733.072.765;445.009.942.351.004;44.5009942351004, 11.3215733072765;60;Domenica
28036;04/02/2024;2.2 2.2 8 1;271;177;78;49;40;48;49;131;205;359;508;547;530;390;356;421;481;466;556;487;385;250;193;176;791;1;spira;1136;217;18000;VIA ANDREA COSTA;16161;16156;4000/343434;A;334;;347;113.022.424.841.515;444.920.804.779.848;44.4920804779848, 11.3022424841515;434;Domenica
28039;04/02/2024;2.2 2.8 8 1;257;119;65;38;39;47;66;127;237;396;580;624;567;438;434;508;592;502;559;531;395;242;202;131;102;1;spira;84;211;18000;VIA ANDREA COSTA;4574;4577;4000/343434;A;335;NE;279;113.037.697.479.955;444.929.234.732.667;44.4929234732667, 11.3037697479955;439;Domenica
28046;04/02/2024;2.10 2.6 6 1;619;367;195;108;94;81;132;196;318;521;795;869;1100;761;804;1009;1130;1173;1158;1001;776;474;406;358;15;1;spira;96;947;44950;VIALE CARLO PEPOLI;16679;6028;4000/343434;A;338;SE;195;113.283.224.582.864;444.944.770.870.484;44.4944770870484, 11.3283224582864;402;Domenica
28048;04/02/2024;2.19 2.19 6 1;130;56;34;19;6;11;27;51;95;198;295;303;362;274;224;312;323;340;315;255;208;111;120;80;176;1;spira;567;357;57650;VIA DEL TIMAVO;4680;4701;4000/343434;A;24;N;338;113.163.420.592.928;444.977.904.881.531;44.4977904881531, 11.3163420592928;426;Domenica
28049;04/02/2024;2.19 2.19 7 1;207;65;22;7;7;14;39;69;128;243;366;405;467;301;359;490;532;573;520;420;300;177;158;130;789;1;spira;1133;4219;25430;VIALE M. KARAMCHAND GANDHI;16850;4568;4000/343434;A;399;;253;1.131.326.041.783;444.978.561.467.662;44.4978561467662, 11.31326041783;427;Domenica
28050;04/02/2024;2.19 2.19 8 1;480;240;152;95;91;91;113;174;352;594;833;947;1067;758;811;1060;1126;1104;1029;860;664;408;336;270;788;1;spira;1132;4219;25430;VIALE M. KARAMCHAND GANDHI;16850;4568;4000/343434;A;399;;253;113.132.403.786.183;444.978.131.399.409;44.4978131399409, 11.3132403786183;428;Domenica
28052;04/02/2024;2.19 2.82 4 1;45;17;18;10;3;6;5;13;13;66;77;89;87;55;62;73;87;97;82;83;78;55;45;29;205;1;spira;599;7225;44650;VIA PASUBIO;14714;4566;4000/343434;A;42;O;68;113.112.946.339.157;44.500.559.242.279;44.500559242279, 11.3112946339157;431;Domenica
28055;04/02/2024;2.26 2.27 8 1;193;116;65;66;72;74;99;127;230;405;465;543;544;406;347;447;456;491;409;446;327;190;167;185;306;1;spira;46;6867;21400;VIA EMILIA PONENTE;8711;14459;4000/343434;A;254;E;240;112.878.487.733.012;44.512.090.924.049;44.512090924049, 11.2878487733012;452;Domenica
28060;04/02/2024;2.35 1.9 2 1;171;99;64;28;18;22;29;45;94;168;252;277;295;210;219;302;338;317;291;277;184;142;96;93;286;1;spira;26;4615;22100;VIA S.FELICE;15231;15635;4000/343434;A;21;SE;245;113.278.724.580.295;444.989.805.631.524;44.4989805631524, 11.3278724580295;482;Domenica
28064;04/02/2024;2.38 3.7 8 1;374;249;117;53;56;69;80;127;264;395;541;603;730;530;556;730;794;716;670;626;457;291;277;208;72;1;spira;326;8781;54950;VIALE ANTONIO SILVANI;16695;16698;4000/343434;A;151;NE;307;11.330.518.010.785;445.010.668.033.697;44.5010668033697, 11.330518010785;491;Domenica
28065;04/02/2024;2.82 2.19 8 1;32;17;8;5;9;2;10;18;31;53;74;78;107;80;82;78;59;77;78;117;89;45;61;29;172;1;spira;563;2748;44650;VIA PASUBIO;4565;4701;4000/343434;A;24;E;248;11.316.433.339.438;444.989.091.324.745;44.4989091324745, 11.316433339438;509;Domenica
28066;04/02/2024;2.82 2.31 6 1;51;16;13;3;2;13;14;21;35;86;90;125;111;76;73;94;81;87;100;97;77;28;38;35;190;1;spira;582;4568;36250;VIA MARZABOTTO;8777;8776;4000/343434;A;300;N;335;113.133.096.525.433;445.038.846.559.691;44.5038846559691, 11.3133096525433;510;Domenica
28203;05/02/2024;0.127 2.10 10 1;15;11;3;2;2;12;36;200;281;232;174;159;148;224;204;206;262;306;291;214;111;38;29;22;917;2;spira;1097;8745;44950;VIALE CARLO PEPOLI;16675;16677;4000/343434;A;338;;14;113.287.720.902.502;444.937.218.654.403;44.4937218654403, 11.3287720902502;27;Lunedì
28204;05/02/2024;0.127 2.10 10 2;20;8;4;5;8;28;69;157;171;166;141;130;124;139;117;127;140;157;180;154;111;66;52;46;918;2;spira;1096;8750;61550;VIALE GIOVANNI VICINI;16683;16679;4000/343434;A;338;SE;195;11.328.173.238.949;444.948.641.751.239;44.4948641751239, 11.328173238949;28;Lunedì
28206;05/02/2024;0.127 2.18 10 2;5;1;1;1;3;6;21;21;39;47;57;47;44;39;52;63;66;66;53;49;38;24;12;9;941;2;spira;1148;2633;25430;VIALE M. KARAMCHAND GANDHI;8763;4568;4000/343434;A;25;;251;113.094.985.934.965;444.988.573.896.583;44.4988573896583, 11.3094985934965;37;Lunedì
28318;05/02/2024;2.6 2.10 6 1;127;84;32;26;50;81;326;1197;1454;1295;1021;932;968;1061;1054;1001;1162;1181;1255;986;616;303;244;213;592;1;spira;541;8712;44950;VIALE CARLO PEPOLI;16659;16665;4000/343434;A;49;N;15;113.295.725.650.354;444.912.436.304.454;44.4912436304454, 11.3295725650354;499;Lunedì
28320;05/02/2024;2.8 0.127 8 1;52;17;18;13;30;75;236;786;820;621;513;561;605;547;580;602;691;725;729;628;413;239;187;124;97;1;spira;78;256;18000;VIA ANDREA COSTA;4571;4596;4000/343434;A;38;E;270;113.110.304.555.682;444.939.849.418.073;44.4939849418073, 11.3110304555682;504;Lunedì
28321;05/02/2024;2.10 2.6 6 1;175;61;51;25;43;125;528;1257;1433;1208;1076;1064;1146;1210;1124;1069;1253;1502;1505;1378;864;462;451;444;15;1;spira;96;947;44950;VIALE CARLO PEPOLI;16679;6028;4000/343434;A;338;SE;195;113.283.224.582.864;444.944.770.870.484;44.4944770870484, 11.3283224582864;402;Lunedì
28322;05/02/2024;2.10 2.21 6 1;124;50;33;25;60;66;268;1085;1378;1050;865;827;785;917;881;868;958;958;961;837;527;295;212;168;14;1;spira;95;7563;61550;VIALE GIOVANNI VICINI;16678;16693;4000/343434;A;338;NO;10;113.283.987.885.526;44.494.907.669.431;44.494907669431, 11.3283987885526;401;Lunedì
28329;05/02/2024;2.19 0.127 8 1;37;21;4;9;8;37;139;536;588;434;359;369;369;433;420;421;499;586;599;452;303;125;126;76;173;1;spira;564;7215;44650;VIA PASUBIO;4701;14708;4000/343434;A;24;E;248;113.172.169.050.193;444.986.653.950.908;44.4986653950908, 11.3172169050193;422;Lunedì
28333;05/02/2024;2.27 2.26 4 1;14;6;5;7;21;25;55;147;171;178;168;175;150;136;131;155;148;158;132;112;77;33;60;42;304;1;spira;44;5940;21400;VIA EMILIA PONENTE;13714;8592;4000/343434;A;13;NO;63;112.898.176.294.478;445.113.136.553.154;44.5113136553154, 11.2898176294478;454;Lunedì
28335;05/02/2024;2.29 2.30 8 1;69;37;20;21;58;86;155;374;533;421;424;455;399;364;374;454;548;591;530;383;227;109;312;355;298;1;spira;38;2667;21400;VIA EMILIA PONENTE;8803;8796;4000/343434;A;15;E;250;113.045.448.702.598;445.071.858.270.783;44.5071858270783, 11.3045448702598;462;Lunedì
28340;05/02/2024;2.31 2.82 2 1;25;13;2;7;12;32;61;190;224;169;219;249;225;151;245;236;237;227;279;219;159;66;54;41;204;1;spira;597;2642;36250;VIA MARZABOTTO;8785;4566;4000/343434;A;42;S;155;11.311.120.157.605;445.008.565.366.089;44.5008565366089, 11.311120157605;474;Lunedì
28345;05/02/2024;2.38 2.35 4 1;150;60;40;25;43;104;244;727;807;767;782;792;804;821;715;799;938;1019;1090;929;541;364;355;312;73;1;spira;327;2973;54950;VIALE ANTONIO SILVANI;10159;15234;4000/343434;A;151;SO;125;113.294.927.544.257;445.007.251.431.592;44.5007251431592, 11.3294927544257;490;Lunedì
28567;06/02/2024;1.9 0.127 6 1;15;9;1;2;5;10;32;48;79;85;59;65;64;69;73;83;69;74;83;84;61;29;21;26;534;1;spira;515;2881;22100;VIA S.FELICE;13540;15635;4000/343434;A;294;NO;65;113.307.270.636.654;444.980.414.260.355;44.4980414260355, 11.3307270636654;394;Martedì
28583;06/02/2024;2.6 2.10 6 1;97;58;22;32;49;75;271;1218;1598;1322;1050;1030;942;1105;1092;1081;1214;1313;1149;1082;676;333;310;259;592;1;spira;541;8712;44950;VIALE CARLO PEPOLI;16659;16665;4000/343434;A;49;N;15;113.295.725.650.354;444.912.436.304.454;44.4912436304454, 11.3295725650354;499;Martedì
28597;06/02/2024;2.29 2.28 4 1;29;14;12;4;15;28;71;349;458;274;272;253;226;224;249;241;307;331;277;229;159;93;59;35;299;1;spira;39;6850;21400;VIA EMILIA PONENTE;8803;14448;4000/343434;A;15;O;70;113.038.646.411.057;445.074.293.579.262;44.5074293579262, 11.3038646411057;461;Martedì
28598;06/02/2024;2.30 2.29 4 1;50;19;14;4;20;35;85;154;243;230;281;260;231;237;266;245;272;294;291;244;168;77;77;72;295;1;spira;35;6841;21400;VIA EMILIA PONENTE;14442;13345;4000/343434;A;16;NO;65;113.090.333.624.097;445.057.316.740.375;44.5057316740375, 11.3090333624097;468;Martedì
28599;06/02/2024;2.30 2.30 6 1;113;77;55;56;59;142;603;1153;1153;951;810;758;831;824;819;794;905;1129;955;804;461;304;288;189;296;1;spira;36;5425;45190;VIALE SANDRO PERTINI;13354;13344;4000/343434;A;16;N;340;113.092.167.352.814;445.053.085.046.798;44.5053085046798, 11.3092167352814;469;Martedì
28601;06/02/2024;2.33 0.127 2 1;57;26;6;5;5;26;48;275;383;286;252;279;284;261;289;331;363;445;457;324;275;135;133;109;290;1;spira;30;2729;62250;VIA VITTORIO VENETO;8839;8814;4000/343434;A;19;SO;155;113.215.190.419.811;445.010.742.719.742;44.5010742719742, 11.3215190419811;476;Martedì
28602;06/02/2024;2.33 0.127 6 1;47;23;16;15;17;28;116;495;633;404;275;293;261;254;266;305;347;364;410;325;212;120;104;73;194;1;spira;587;7235;34000;VIA INNOCENZO MALVASIA;8839;14721;4000/343434;A;19;N;338;113.218.017.649.932;445.013.661.662.167;44.5013661662167, 11.3218017649932;477;Martedì
28605;06/02/2024;2.35 1.9 2 1;61;34;10;12;33;42;95;255;390;374;357;323;293;255;315;296;317;375;378;336;264;145;100;86;286;1;spira;26;4615;22100;VIA S.FELICE;15231;15635;4000/343434;A;21;SE;245;113.278.724.580.295;444.989.805.631.524;44.4989805631524, 11.3278724580295;482;Martedì
28606;06/02/2024;2.35 2.34 4 1;323;142;72;30;68;125;244;873;973;653;749;782;736;926;1007;1022;1094;1071;976;1120;710;424;384;368;285;1;spira;25;2860;52400;VIA AURELIO SAFFI;15233;8834;4000/343434;A;21;O;66;113.266.685.739.012;444.994.937.005.152;44.4994937005152, 11.3266685739012;484;Martedì
28607;06/02/2024;2.35 2.38 8 1;60;38;22;24;40;49;187;693;974;813;578;513;532;556;570;550;617;682;627;532;387;201;171;149;283;1;spira;23;8785;54950;VIALE ANTONIO SILVANI;16696;16702;4000/343434;A;21;NE;296;113.275.922.602.577;444.996.245.123.973;44.4996245123973, 11.3275922602577;485;Martedì
28610;06/02/2024;2.82 2.31 6 1;9;2;2;3;5;14;60;200;309;167;153;145;143;140;130;131;185;228;197;132;106;29;35;28;190;1;spira;582;4568;36250;VIA MARZABOTTO;8777;8776;4000/343434;A;300;N;335;113.133.096.525.433;445.038.846.559.691;44.5038846559691, 11.3133096525433;510;Martedì
28739;07/02/2024;0.127 2.9 8 1;80;43;21;14;30;69;225;651;745;682;556;590;623;512;597;578;662;702;762;675;508;292;259;208;165;1;spira;552;338;18000;VIA ANDREA COSTA;4691;4678;4000/343434;A;298;E;280;113.181.693.906.392;444.952.144.648.198;44.4952144648198, 11.3181693906392;100;Mercoledì
28742;07/02/2024;0.127 2.18 8 1;207;96;44;34;68;208;679;1987;2088;1661;1382;1288;1436;1468;1562;1482;1645;2067;2114;1801;1139;615;498;406;95;1;spira;75;2633;25430;VIALE M. KARAMCHAND GANDHI;8763;4568;4000/343434;A;25;E;250;113.086.826.273.458;444.990.522.268.361;44.4990522268361, 11.3086826273458;34;Mercoledì
28853;07/02/2024;2.2 2.2 4 1;51;18;5;2;9;13;59;147;271;247;222;223;219;222;220;233;279;335;279;312;180;134;101;65;790;1;spira;1135;217;18000;VIA ANDREA COSTA;16161;16156;4000/343434;A;334;;167;113.021.084.330.199;444.921.066.212.946;44.4921066212946, 11.3021084330199;433;Mercoledì
28854;07/02/2024;2.2 2.2 8 1;81;45;28;12;34;68;219;786;861;739;596;624;622;575;618;573;709;659;804;633;404;241;207;203;791;1;spira;1136;217;18000;VIA ANDREA COSTA;16161;16156;4000/343434;A;334;;347;113.022.424.841.515;444.920.804.779.848;44.4920804779848, 11.3022424841515;434;Mercoledì
28860;07/02/2024;2.6 2.10 6 1;164;80;48;21;35;69;296;1295;1655;1306;1059;1011;842;1082;1141;958;1368;1226;1254;1041;732;305;282;382;592;1;spira;541;8712;44950;VIALE CARLO PEPOLI;16659;16665;4000/343434;A;49;N;15;113.295.725.650.354;444.912.436.304.454;44.4912436304454, 11.3295725650354;499;Mercoledì
28866;07/02/2024;2.18 0.127 4 1;194;69;47;26;43;142;325;1201;1671;1015;899;943;891;902;1112;1017;1307;1327;1287;1089;694;362;297;283;171;1;spira;562;2633;25430;VIALE M. KARAMCHAND GANDHI;4568;8763;4000/343434;A;25;O;70;113.087.294.098.062;444.991.747.026.869;44.4991747026869, 11.3087294098062;418;Mercoledì
28867;07/02/2024;2.18 2.82 6 1;10;4;4;3;3;8;36;61;75;88;94;111;92;68;82;94;130;102;91;98;58;32;23;15;169;1;spira;560;4563;36250;VIA MARZABOTTO;4568;8778;4000/343434;A;25;N;329;113.101.650.805.774;44.499.278.975.506;44.499278975506, 11.3101650805774;420;Mercoledì
28873;07/02/2024;2.19 2.82 4 1;20;12;3;2;1;7;34;139;205;120;124;95;91;102;114;106;214;196;173;138;105;41;38;32;205;1;spira;599;7225;44650;VIA PASUBIO;14714;4566;4000/343434;A;42;O;68;113.112.946.339.157;44.500.559.242.279;44.500559242279, 11.3112946339157;431;Mercoledì
28876;07/02/2024;2.26 2.25 4 1;340;90;89;94;132;129;240;625;833;672;702;586;584;605;557;575;755;661;649;488;396;196;155;160;182;1;spira;574;2574;21400;VIA EMILIA PONENTE;8711;8693;4000/343434;A;254;NO;56;11.287.461.221.671;445.123.626.162.894;44.5123626162894, 11.287461221671;451;Mercoledì
28878;07/02/2024;2.28 2.29 8 1;160;233;141;148;239;117;190;340;476;398;408;444;403;349;383;445;448;550;438;371;264;188;162;125;302;1;spira;42;2605;21400;VIA EMILIA PONENTE;8744;8738;4000/343434;A;14;E;260;112.980.846.229.246;445.085.832.490.053;44.5085832490053, 11.2980846229246;458;Mercoledì
28879;07/02/2024;2.30 2.30 6 1;114;47;38;37;68;137;553;1292;1183;894;751;760;778;765;796;721;856;1142;1072;813;515;346;242;235;296;1;spira;36;5425;45190;VIALE SANDRO PERTINI;13354;13344;4000/343434;A;16;N;340;113.092.167.352.814;445.053.085.046.798;44.5053085046798, 11.3092167352814;469;Mercoledì
28880;07/02/2024;2.35 2.21 6 1;101;40;22;15;17;58;170;575;570;493;432;531;521;555;520;467;576;630;665;620;392;244;180;191;284;1;spira;24;8756;61550;VIALE GIOVANNI VICINI;16684;16686;4000/343434;A;21;S;194;113.268.760.258.863;44.498.954.845.287;44.498954845287, 11.3268760258863;483;Mercoledì
28882;07/02/2024;2.38 3.7 8 1;113;71;28;25;47;73;261;1005;1242;950;701;728;683;700;833;703;854;915;895;707;567;270;242;224;72;1;spira;326;8781;54950;VIALE ANTONIO SILVANI;16695;16698;4000/343434;A;151;NE;307;11.330.518.010.785;445.010.668.033.697;44.5010668033697, 11.330518010785;491;Mercoledì
28883;07/02/2024;2.82 2.18 2 1;48;18;4;7;5;42;105;330;404;320;327;320;332;277;322;317;393;388;431;385;264;113;88;75;636;1;spira;1008;4563;36250;VIA MARZABOTTO;8778;4568;4000/343434;A;25;S;149;11.309.913.896.272;444.992.572.264.694;44.4992572264694, 11.309913896272;507;Mercoledì
29027;08/02/2024;0.127 2.30 2 1;162;82;40;26;54;123;285;850;1039;880;735;800;885;880;977;976;1182;1224;1244;1051;691;383;330;311;294;1;spira;34;9183;47900;VIA PRATI DI CAPRARA;16946;13345;4000/343434;A;16;S;161;113.094.463.610.492;445.059.291.474.411;44.5059291474411, 11.3094463610492;52;Giovedì
29034;08/02/2024;0.127 2.82 8 1;14;8;4;0;2;14;46;268;333;120;109;97;102;79;96;108;147;192;282;168;104;34;30;25;206;1;spira;600;2647;44650;VIA PASUBIO;8787;4566;4000/343434;A;42;E;248;113.107.102.075.303;445.006.771.544.669;44.5006771544669, 11.3107102075303;84;Giovedì
29140;08/02/2024;1.9 0.127 6 1;19;9;2;2;8;12;30;58;70;90;58;68;72;73;75;58;83;76;81;86;57;37;24;37;534;1;spira;515;2881;22100;VIA S.FELICE;13540;15635;4000/343434;A;294;NO;65;113.307.270.636.654;444.980.414.260.355;44.4980414260355, 11.3307270636654;394;Giovedì
29150;08/02/2024;2.2 2.2 4 1;44;20;13;10;1;20;46;114;329;225;217;251;253;225;219;229;245;279;336;306;206;128;116;65;790;1;spira;1135;217;18000;VIA ANDREA COSTA;16161;16156;4000/343434;A;334;;167;113.021.084.330.199;444.921.066.212.946;44.4921066212946, 11.3021084330199;433;Giovedì
29156;08/02/2024;2.9 2.10 8 1;5165;5243;21;15;2505;5287;5145;3406;4406;2795;650;583;611;564;634;526;644;773;773;674;520;313;345;218;163;1;spira;550;364;18000;VIA ANDREA COSTA;4621;4696;4000/343434;A;299;E;280;113.198.132.852.758;444.953.074.040.538;44.4953074040538, 11.3198132852758;515;Giovedì
29162;08/02/2024;2.19 0.127 8 1;75;16;6;3;8;33;157;557;636;501;409;399;365;377;436;472;512;620;594;470;330;171;141;148;173;1;spira;564;7215;44650;VIA PASUBIO;4701;14708;4000/343434;A;24;E;248;113.172.169.050.193;444.986.653.950.908;44.4986653950908, 11.3172169050193;422;Giovedì
29163;08/02/2024;2.19 2.19 8 1;178;81;25;23;54;144;362;1092;1213;961;881;889;957;989;992;1057;1133;1336;1355;1223;853;417;378;304;788;1;spira;1132;4219;25430;VIALE M. KARAMCHAND GANDHI;16850;4568;4000/343434;A;399;;253;113.132.403.786.183;444.978.131.399.409;44.4978131399409, 11.3132403786183;428;Giovedì
29164;08/02/2024;2.21 2.10 6 1;184;83;34;26;36;129;438;1209;1390;1082;986;910;930;1079;1021;1095;1209;1291;1539;1270;971;430;407;406;354;1;spira;102;8751;61550;VIALE GIOVANNI VICINI;16682;16683;4000/343434;A;22;S;195;113.275.349.874.958;444.968.992.842.874;44.4968992842874, 11.3275349874958;442;Giovedì
29168;08/02/2024;2.26 2.27 8 1;82;37;33;28;76;126;266;741;832;651;657;679;662;610;635;638;769;762;786;687;466;239;194;170;306;1;spira;46;6867;21400;VIA EMILIA PONENTE;8711;14459;4000/343434;A;254;E;240;112.878.487.733.012;44.512.090.924.049;44.512090924049, 11.2878487733012;452;Giovedì
29172;08/02/2024;2.30 0.127 2 1;394;196;81;65;118;250;556;1591;1980;1667;1425;1622;1598;1705;1821;1849;2144;2203;2253;2011;1353;795;760;798;188;1;spira;580;6122;45190;VIALE SANDRO PERTINI;13345;13882;4000/343434;A;16;S;157;11.309.082.303.102;445.053.154.347.885;44.5053154347885, 11.309082303102;466;Giovedì
29173;08/02/2024;2.30 2.31 8 1;26;5;2;12;25;19;37;81;78;88;67;64;71;77;61;59;68;68;102;55;41;36;26;27;189;1;spira;581;5409;21400;VIA EMILIA PONENTE;13344;8807;4000/343434;A;16;E;247;113.096.947.184.232;445.054.053.954.154;44.5054053954154, 11.3096947184232;470;Giovedì
29174;08/02/2024;2.35 2.34 4 1;262;90;40;30;56;109;251;881;810;835;709;789;847;971;1038;1054;1224;1158;1043;1088;793;468;425;382;285;1;spira;25;2860;52400;VIA AURELIO SAFFI;15233;8834;4000/343434;A;21;O;66;113.266.685.739.012;444.994.937.005.152;44.4994937005152, 11.3266685739012;484;Giovedì
29175;08/02/2024;2.35 2.38 8 1;90;38;15;18;33;57;170;686;952;714;601;577;485;540;577;618;668;730;667;625;406;266;182;193;283;1;spira;23;8785;54950;VIALE ANTONIO SILVANI;16696;16702;4000/343434;A;21;NE;296;113.275.922.602.577;444.996.245.123.973;44.4996245123973, 11.3275922602577;485;Giovedì
29178;08/02/2024;2.82 2.31 6 1;26;10;4;2;3;13;54;206;272;134;144;131;143;136;139;149;180;192;196;163;98;52;32;23;190;1;spira;582;4568;36250;VIA MARZABOTTO;8777;8776;4000/343434;A;300;N;335;113.133.096.525.433;445.038.846.559.691;44.5038846559691, 11.3133096525433;510;Giovedì
29317;09/02/2024;0.127 2.18 8 1;221;103;50;32;95;220;680;2005;2080;1765;1451;1383;1523;1621;1633;1668;1856;2070;1994;1897;1477;742;858;876;95;1;spira;75;2633;25430;VIALE M. KARAMCHAND GANDHI;8763;4568;4000/343434;A;25;E;250;113.086.826.273.458;444.990.522.268.361;44.4990522268361, 11.3086826273458;34;Venerdì
