;Unnamed: 0;data;codice_spira;00:00-01:00;01:00-02:00;02:00-03:00;03:00-04:00;04:00-05:00;05:00-06:00;06:00-07:00;07:00-08:00;08:00-09:00;09:00-10:00;10:00-11:00;11:00-12:00;12:00-13:00;13:00-14:00;14:00-15:00;15:00-16:00;16:00-17:00;17:00-18:00;18:00-19:00;19:00-20:00;20:00-21:00;21:00-22:00;22:00-23:00;23:00-24:00;id_uni;Livello;tipologia;codice;codice arco;codice via;Nome via;Nodo da;Nodo a;ordinanza;stato;codimpsem;direzione;angolo;longitudine;latitudine;geopoint;ID_univoco_stazione_spira;giorno settimana;edge_id
4911;11220;05/01/2024;2.10 1.11 4 1;71;35;28;13;14;34;105;197;313;336;326;326;313;261;277;264;300;300;291;233;262;182;215;280;262;1;spira;857;8713;30500;PIAZZA DI PORTA S.ISAIA;16678;56;4000/343434;A;338;E;256;11.328.674.717.615;44.494.620.361.561;44.494620361561, 11.328674717615;400;Venerdì;a134
4912;11221;05/01/2024;2.10 2.6 6 1;250;114;42;21;56;97;313;684;819;853;958;994;1067;950;923;1022;1150;1244;1088;1067;840;462;493;769;15;1;spira;96;947;44950;VIALE CARLO PEPOLI;16679;6028;4000/343434;A;338;SE;195;113.283.224.582.864;444.944.770.870.484;44.4944770870484, 11.3283224582864;402;Venerdì;a43[1]
4917;11244;05/01/2024;2.31 2.82 2 1;31;11;4;6;16;22;37;89;156;198;287;299;293;260;255;280;252;266;257;278;206;84;63;91;204;1;spira;597;2642;36250;VIA MARZABOTTO;8785;4566;4000/343434;A;42;S;155;11.311.120.157.605;445.008.565.366.089;44.5008565366089, 11.311120157605;474;Venerdì;b17[0]
4918;11246;05/01/2024;2.35 2.34 4 1;482;431;255;98;44;87;203;515;567;714;751;859;888;897;817;901;998;1005;962;1088;717;1476;354;685;285;1;spira;25;2860;52400;VIA AURELIO SAFFI;15233;8834;4000/343434;A;21;O;66;113.266.685.739.012;444.994.937.005.152;44.4994937005152, 11.3266685739012;484;Venerdì;b12
4993;11386;06/01/2024;0.127 2.9 8 1;218;82;61;23;24;42;82;124;170;327;421;515;625;400;328;429;542;571;563;543;465;284;294;270;165;1;spira;552;338;18000;VIA ANDREA COSTA;4691;4678;4000/343434;A;298;E;280;113.181.693.906.392;444.952.144.648.198;44.4952144648198, 11.3181693906392;100;Sabato;a190
4994;11390;06/01/2024;0.127 2.19 6 1;159;72;45;31;28;31;51;103;161;251;351;468;490;346;255;356;386;388;330;303;250;178;139;152;174;1;spira;565;343;39600;VIA MONTEFIORINO;4614;4680;4000/343434;A;24;N;337;113.160.137.227.682;444.972.742.515.867;44.4972742515867, 11.3160137227682;38;Sabato;a11
5023;11511;06/01/2024;2.19 0.127 8 1;118;63;22;13;7;17;48;55;107;183;237;306;362;237;222;271;367;407;265;263;313;137;122;165;173;1;spira;564;7215;44650;VIA PASUBIO;4701;14708;4000/343434;A;24;E;248;113.172.169.050.193;444.986.653.950.908;44.4986653950908, 11.3172169050193;422;Sabato;b47
5024;11513;06/01/2024;2.19 2.19 4 1;158;108;72;33;37;42;48;100;180;273;384;468;486;411;286;391;449;441;413;351;421;220;172;204;361;1;spira;109;358;58000;VIA TOLMINO;4680;16850;4000/343434;A;24;O;90;113.156.919.816.636;444.975.833.129.702;44.4975833129702, 11.3156919816636;425;Sabato;b2[0]
5025;11514;06/01/2024;2.19 2.32 6 1;27;22;9;8;5;5;13;26;37;53;77;113;144;78;74;83;112;95;102;92;81;71;40;44;358;1;spira;106;2699;57650;VIA DEL TIMAVO;4701;8812;4000/343434;A;24;N;338;113.170.094.340.646;444.988.944.328.703;44.4988944328703, 11.3170094340646;430;Sabato;b38[1][0]
5028;11532;06/01/2024;2.82 2.19 8 1;37;22;4;4;3;3;13;21;35;58;71;85;98;79;76;67;83;127;71;75;109;42;35;58;172;1;spira;563;2748;44650;VIA PASUBIO;4565;4701;4000/343434;A;24;E;248;11.316.433.339.438;444.989.091.324.745;44.4989091324745, 11.316433339438;509;Sabato;b37
5076;11682;07/01/2024;0.127 2.10 10 1;63;43;16;10;8;3;9;15;25;54;69;99;121;89;71;90;115;107;129;97;87;47;36;32;917;2;spira;1097;8745;44950;VIALE CARLO PEPOLI;16675;16677;4000/343434;A;338;;14;113.287.720.902.502;444.937.218.654.403;44.4937218654403, 11.3287720902502;27;Domenica;a43[0]
5077;11696;07/01/2024;0.127 2.73 2 1;71;43;27;15;5;15;15;38;65;153;245;289;275;174;157;213;231;213;217;193;133;82;66;39;201;1;spira;594;257;4450;VIA IRMA BANDIERA;4597;4598;4000/343434;A;41;S;157;113.126.409.560.121;444.920.995.509.245;44.4920995509245, 11.3126409560121;79;Domenica;a103
5094;11822;07/01/2024;2.18 2.82 6 1;23;10;7;6;3;6;8;20;19;65;62;95;91;61;43;70;66;52;70;48;29;21;21;8;169;1;spira;560;4563;36250;VIA MARZABOTTO;4568;8778;4000/343434;A;25;N;329;113.101.650.805.774;44.499.278.975.506;44.499278975506, 11.3101650805774;420;Domenica;b23
5140;12241;09/01/2024;0.127 2.10 8 1;12;5;2;0;2;11;26;185;182;111;71;70;94;129;260;109;113;107;99;109;67;27;20;18;166;1;spira;553;954;51000;VIA FRANCESCO RONCATI;6039;6028;4000/343434;A;338;E;287;113.282.993.665.462;444.937.079.783.006;44.4937079783006, 11.3282993665462;26;Martedì;a117
5142;12247;09/01/2024;0.127 2.30 2 1;105;60;27;28;50;139;259;727;711;733;680;699;689;654;766;745;783;775;753;805;648;362;260;257;294;1;spira;34;9183;47900;VIA PRATI DI CAPRARA;16946;13345;4000/343434;A;16;S;161;113.094.463.610.492;445.059.291.474.411;44.5059291474411, 11.3094463610492;52;Martedì;b4[1][1][1]
5143;12248;09/01/2024;0.127 2.30 6 1;85;26;28;31;47;123;557;1149;1050;961;905;845;863;803;831;802;883;1079;975;791;534;344;233;205;296;2;spira;36;5425;45190;VIALE SANDRO PERTINI;13354;13344;4000/343434;A;16;N;340;113.092.167.352.814;445.053.085.046.798;44.5053085046798, 11.3092167352814;53;Martedì;b4[1][1][0]
5197;12366;09/01/2024;2.10 1.11 4 1;52;30;9;9;17;38;127;413;611;492;370;353;280;317;336;334;374;401;395;337;278;131;112;101;262;1;spira;857;8713;30500;PIAZZA DI PORTA S.ISAIA;16678;56;4000/343434;A;338;E;256;11.328.674.717.615;44.494.620.361.561;44.494620361561, 11.328674717615;400;Martedì;a134
5198;12367;09/01/2024;2.10 2.6 6 1;128;62;28;16;34;119;475;1296;1436;1268;1066;1132;1187;1241;1219;1194;1273;1458;1598;1351;910;429;353;334;15;1;spira;96;947;44950;VIALE CARLO PEPOLI;16679;6028;4000/343434;A;338;SE;195;113.283.224.582.864;444.944.770.870.484;44.4944770870484, 11.3283224582864;402;Martedì;a43[1]
5202;12374;09/01/2024;2.18 0.127 4 1;110;49;26;32;50;110;249;1181;1673;997;916;910;1041;953;1094;1033;1372;1469;1362;1138;604;282;240;230;171;1;spira;562;2633;25430;VIALE M. KARAMCHAND GANDHI;4568;8763;4000/343434;A;25;O;70;113.087.294.098.062;444.991.747.026.869;44.4991747026869, 11.3087294098062;418;Martedì;b2[1][1][1]b
5203;12378;09/01/2024;2.19 2.82 4 1;19;4;6;2;5;7;21;131;230;129;110;117;99;105;129;110;180;207;186;148;101;47;32;19;205;1;spira;599;7225;44650;VIA PASUBIO;14714;4566;4000/343434;A;42;O;68;113.112.946.339.157;44.500.559.242.279;44.500559242279, 11.3112946339157;431;Martedì;b26.-170
5206;12386;09/01/2024;2.30 2.29 4 1;27;7;8;10;14;43;67;119;206;191;228;207;270;324;315;255;289;353;349;292;230;111;115;70;295;1;spira;35;6841;21400;VIA EMILIA PONENTE;14442;13345;4000/343434;A;16;NO;65;113.090.333.624.097;445.057.316.740.375;44.5057316740375, 11.3090333624097;468;Martedì;b10
5207;12387;09/01/2024;2.30 2.30 6 1;90;27;23;31;55;130;549;1335;1005;929;860;855;875;841;904;798;966;1031;935;709;457;335;219;209;296;1;spira;36;5425;45190;VIALE SANDRO PERTINI;13354;13344;4000/343434;A;16;N;340;113.092.167.352.814;445.053.085.046.798;44.5053085046798, 11.3092167352814;469;Martedì;b4[1][1][0]
5208;12388;09/01/2024;2.30 2.31 8 1;37;13;4;13;21;24;39;68;62;67;61;56;56;69;46;55;57;67;72;62;37;24;20;29;189;1;spira;581;5409;21400;VIA EMILIA PONENTE;13344;8807;4000/343434;A;16;E;247;113.096.947.184.232;445.054.053.954.154;44.5054053954154, 11.3096947184232;470;Martedì;b8
5252;12544;10/01/2024;0.127 2.30 2 1;164;64;36;34;51;144;338;734;864;912;798;776;902;841;898;973;1080;1148;1087;874;656;333;268;220;294;1;spira;34;9183;47900;VIA PRATI DI CAPRARA;16946;13345;4000/343434;A;16;S;161;113.094.463.610.492;445.059.291.474.411;44.5059291474411, 11.3094463610492;52;Mercoledì;b4[1][1][1]
5253;12549;10/01/2024;0.127 2.82 8 1;23;6;1;0;4;11;32;266;268;132;123;106;104;102;118;111;171;175;241;143;91;35;26;20;206;1;spira;600;2647;44650;VIA PASUBIO;8787;4566;4000/343434;A;42;E;248;113.107.102.075.303;445.006.771.544.669;44.5006771544669, 11.3107102075303;84;Mercoledì;b15
5300;12673;10/01/2024;2.10 2.21 6 1;152;66;39;33;38;69;245;1138;1425;1039;917;881;787;827;963;873;968;961;920;839;598;293;239;253;14;1;spira;95;7563;61550;VIALE GIOVANNI VICINI;16678;16693;4000/343434;A;338;NO;10;113.283.987.885.526;44.494.907.669.431;44.494907669431, 11.3283987885526;401;Mercoledì;a201
5304;12687;10/01/2024;2.30 0.127 6 1;287;59;80;45;62;164;678;1958;1974;1380;1334;1268;1382;1331;1301;1225;1389;1643;1415;1202;760;450;374;283;187;1;spira;579;9147;47900;VIA PRATI DI CAPRARA;13344;16937;4000/343434;A;16;N;341;113.095.630.279.905;445.058.710.102.678;44.5058710102678, 11.3095630279905;467;Mercoledì;b4[1][1][1]
5305;12689;10/01/2024;2.31 2.82 2 1;33;17;9;9;9;31;61;191;248;233;229;269;285;261;243;251;282;304;292;262;175;74;51;43;204;1;spira;597;2642;36250;VIA MARZABOTTO;8785;4566;4000/343434;A;42;S;155;11.311.120.157.605;445.008.565.366.089;44.5008565366089, 11.311120157605;474;Mercoledì;b17[0]
5306;12692;10/01/2024;2.35 2.21 6 1;84;42;29;15;17;53;136;568;556;471;413;479;458;513;453;474;548;657;627;622;363;211;202;187;284;1;spira;24;8756;61550;VIALE GIOVANNI VICINI;16684;16686;4000/343434;A;21;S;194;113.268.760.258.863;44.498.954.845.287;44.498954845287, 11.3268760258863;483;Mercoledì;a124
5388;12827;11/01/2024;0.127 2.5 4 1;38;10;3;1;0;6;21;116;217;156;143;140;141;151;124;108;168;175;185;216;146;69;55;38;589;1;spira;538;4229;29800;VIA ALESSANDRO GUIDOTTI;4663;4664;4000/343434;A;337;S;187;113.260.133.446.752;444.905.328.608.867;44.4905328608867, 11.3260133446752;70;Giovedì;a60
5391;12830;11/01/2024;0.127 2.8 4 1;49;22;14;11;5;27;68;175;290;218;249;223;272;227;248;221;338;321;319;266;203;104;83;66;597;1;spira;546;256;18000;VIA ANDREA COSTA;4596;4571;4000/343434;A;38;O;109;113.112.243.441.924;44.494.098.107.005;44.494098107005, 11.3112243441924;83;Giovedì;a77[1][1]
5392;12831;11/01/2024;0.127 2.10 10 2;44;10;4;2;8;21;64;170;177;162;145;142;125;164;134;147;169;175;154;225;162;64;52;49;918;2;spira;1096;8750;61550;VIALE GIOVANNI VICINI;16683;16679;4000/343434;A;338;SE;195;11.328.173.238.949;444.948.641.751.239;44.4948641751239, 11.328173238949;28;Giovedì;a201
5393;12833;11/01/2024;0.127 2.19 10 1;41;9;0;3;3;24;82;319;400;259;224;228;213;240;247;245;268;288;305;271;199;103;76;58;942;2;spira;1222;358;58000;VIA TOLMINO;4680;16850;4000/343434;A;24;NE;297;113.160.312.523.868;444.974.672.343.601;44.4974672343601, 11.3160312523868;39;Giovedì;b38[0]
5394;12834;11/01/2024;0.127 2.20 2 1;89;41;10;19;13;53;122;411;481;406;396;450;453;477;541;496;626;628;568;524;420;198;178;192;178;1;spira;570;7243;62250;VIA VITTORIO VENETO;14727;4677;4000/343434;A;23;S;156;113.190.584.470.408;444.973.300.969.747;44.4973300969747, 11.3190584470408;40;Giovedì;a181
5397;12839;11/01/2024;0.127 2.30 6 1;240;55;32;32;51;131;512;1168;1015;875;788;817;838;873;901;892;1105;1187;1270;1286;654;411;269;211;296;2;spira;36;5425;45190;VIALE SANDRO PERTINI;13354;13344;4000/343434;A;16;N;340;113.092.167.352.814;445.053.085.046.798;44.5053085046798, 11.3092167352814;53;Giovedì;b4[1][1][0]
5398;12840;11/01/2024;0.127 2.32 10 1;112;46;21;14;27;43;105;479;766;417;360;348;389;424;400;400;497;508;536;495;302;193;236;227;944;2;spira;966;6839;52400;VIA AURELIO SAFFI;14440;15794;4000/343434;A;304;O;66;113.191.042.721.411;445.021.139.763.231;44.5021139763231, 11.3191042721411;58;Giovedì;b56[0]
5399;12841;11/01/2024;0.127 2.33 10 1;121;55;14;18;19;63;129;455;562;492;456;455;495;538;471;506;610;631;636;527;369;231;287;273;945;2;spira;1044;7235;34000;VIA INNOCENZO MALVASIA;14721;8839;4000/343434;A;19;SO;158;113.216.426.062.022;445.012.616.462.669;44.5012616462669, 11.3216426062022;61;Giovedì;b53
5401;12845;11/01/2024;0.127 2.73 6 1;47;12;9;4;9;28;34;151;196;238;216;243;170;176;221;230;269;256;273;268;217;101;138;88;202;1;spira;595;236;4450;VIA IRMA BANDIERA;15417;4598;4000/343434;A;41;N;338;113.124.430.502.643;444.916.097.902.182;44.4916097902182, 11.3124430502643;81;Giovedì;a104
5474;12927;11/01/2024;1.9 0.127 6 1;13;15;4;2;0;2;7;28;10;13;15;22;8;7;11;10;11;13;17;19;56;24;24;16;534;1;spira;515;2881;22100;VIA S.FELICE;13540;15635;4000/343434;A;294;NO;65;113.307.270.636.654;444.980.414.260.355;44.4980414260355, 11.3307270636654;394;Giovedì;a55
5488;12944;11/01/2024;2.5 2.95 6 1;195;75;41;29;28;88;233;936;864;872;807;800;974;910;952;885;975;917;1008;976;819;399;379;382;19;1;spira;88;325;52950;VIA SARAGOZZA;4665;4651;4000/343434;A;337;O;90;113.258.609.026.138;444.903.451.512.572;44.4903451512572, 11.3258609026138;497;Giovedì;a60
5490;12946;11/01/2024;2.6 2.10 6 1;126;99;33;19;49;64;253;1209;1615;1284;1102;1081;1077;1233;1182;1157;1207;1356;1293;1166;815;422;316;380;592;1;spira;541;8712;44950;VIALE CARLO PEPOLI;16659;16665;4000/343434;A;49;N;15;113.295.725.650.354;444.912.436.304.454;44.4912436304454, 11.3295725650354;499;Giovedì;a210
5493;12949;11/01/2024;2.10 2.6 6 1;285;94;41;29;48;119;483;1353;1354;1215;1096;1149;1133;1222;1231;1428;1566;1684;1590;1682;1193;572;516;446;15;1;spira;96;947;44950;VIALE CARLO PEPOLI;16679;6028;4000/343434;A;338;SE;195;113.283.224.582.864;444.944.770.870.484;44.4944770870484, 11.3283224582864;402;Giovedì;a43[1]
5496;12953;11/01/2024;2.18 2.19 8 1;399;112;43;37;66;190;617;1985;2091;1777;1567;1539;1459;1586;1645;1850;2308;2196;2338;2322;1624;719;543;459;96;1;spira;77;4219;25430;VIALE M. KARAMCHAND GANDHI;4568;16850;4000/343434;A;25;E;250;113.103.750.297.562;444.985.943.485.971;44.4985943485971, 11.3103750297562;419;Giovedì;b2[1][0]
5497;12954;11/01/2024;2.19 0.127 2 1;72;32;10;12;10;35;82;301;542;459;471;494;515;536;497;480;632;683;735;721;530;222;185;150;175;1;spira;566;343;39600;VIA MONTEFIORINO;4680;4614;4000/343434;A;24;S;157;113.159.062.928.132;444.973.287.210.753;44.4973287210753, 11.3159062928132;421;Giovedì;a67
5498;12955;11/01/2024;2.19 2.19 4 1;100;41;13;23;31;67;195;793;1146;653;575;531;606;574;672;623;857;796;747;574;365;208;209;200;361;1;spira;109;358;58000;VIA TOLMINO;4680;16850;4000/343434;A;24;O;90;113.156.919.816.636;444.975.833.129.702;44.4975833129702, 11.3156919816636;425;Giovedì;b2[0]
5499;12956;11/01/2024;2.19 2.19 8 1;295;88;42;31;58;139;392;1151;1306;1120;1057;1024;944;1066;1066;1206;1439;1386;1422;1527;1075;489;367;320;788;1;spira;1132;4219;25430;VIALE M. KARAMCHAND GANDHI;16850;4568;4000/343434;A;399;;253;113.132.403.786.183;444.978.131.399.409;44.4978131399409, 11.3132403786183;428;Giovedì;b2[1][0]
5500;12957;11/01/2024;2.19 2.32 6 1;26;9;1;4;4;11;40;158;259;128;121;115;129;112;129;145;176;204;223;207;131;84;64;47;358;1;spira;106;2699;57650;VIA DEL TIMAVO;4701;8812;4000/343434;A;24;N;338;113.170.094.340.646;444.988.944.328.703;44.4988944328703, 11.3170094340646;430;Giovedì;b38[1][0]
5501;12958;11/01/2024;2.19 2.82 4 1;23;10;0;4;4;8;32;125;224;139;112;106;113;99;154;122;211;217;162;125;116;65;42;28;205;1;spira;599;7225;44650;VIA PASUBIO;14714;4566;4000/343434;A;42;O;68;113.112.946.339.157;44.500.559.242.279;44.500559242279, 11.3112946339157;431;Giovedì;b26.-170
5502;12959;11/01/2024;2.20 2.19 4 1;42;25;6;12;9;24;63;256;373;274;288;283;286;287;318;294;394;357;322;270;206;125;110;119;177;1;spira;569;4231;58000;VIA TOLMINO;4679;4680;4000/343434;A;23;O;79;113.176.323.991.363;444.974.179.677.684;44.4974179677684, 11.3176323991363;440;Giovedì;a17
5503;12960;11/01/2024;2.21 2.10 6 1;260;88;35;28;42;108;407;1248;1258;1151;957;990;967;1068;1065;1282;1390;1413;1394;1520;1087;498;386;383;354;1;spira;102;8751;61550;VIALE GIOVANNI VICINI;16682;16683;4000/343434;A;22;S;195;113.275.349.874.958;444.968.992.842.874;44.4968992842874, 11.3275349874958;442;Giovedì;a201
5509;12967;11/01/2024;2.30 2.29 4 1;39;16;8;9;16;44;87;138;233;226;216;224;246;246;247;199;253;294;254;259;181;108;82;86;295;1;spira;35;6841;21400;VIA EMILIA PONENTE;14442;13345;4000/343434;A;16;NO;65;113.090.333.624.097;445.057.316.740.375;44.5057316740375, 11.3090333624097;468;Giovedì;b10
5510;12970;11/01/2024;2.33 0.127 2 1;73;28;10;14;9;29;87;280;476;309;314;363;250;417;397;464;494;537;561;488;302;153;159;166;290;1;spira;30;2729;62250;VIA VITTORIO VENETO;8839;8814;4000/343434;A;19;SO;155;113.215.190.419.811;445.010.742.719.742;44.5010742719742, 11.3215190419811;476;Giovedì;b55
5511;12972;11/01/2024;2.35 2.38 8 1;119;47;23;22;32;50;186;675;853;742;610;592;560;578;620;606;793;856;858;779;507;242;215;194;283;1;spira;23;8785;54950;VIALE ANTONIO SILVANI;16696;16702;4000/343434;A;21;NE;296;113.275.922.602.577;444.996.245.123.973;44.4996245123973, 11.3275922602577;485;Giovedì;a204[1][1]
5513;12974;11/01/2024;2.38 2.35 4 1;206;100;46;48;52;122;268;816;856;848;791;851;833;773;752;725;931;927;993;990;622;443;424;436;73;1;spira;327;2973;54950;VIALE ANTONIO SILVANI;10159;15234;4000/343434;A;151;SO;125;113.294.927.544.257;445.007.251.431.592;44.5007251431592, 11.3294927544257;490;Giovedì;a203[0]
5514;12975;11/01/2024;2.82 2.19 8 1;19;10;4;1;1;7;33;212;260;144;119;96;135;128;169;182;291;358;393;391;214;76;49;24;172;1;spira;563;2748;44650;VIA PASUBIO;4565;4701;4000/343434;A;24;E;248;11.316.433.339.438;444.989.091.324.745;44.4989091324745, 11.316433339438;509;Giovedì;b37
5518;12979;11/01/2024;2.95 2.4 6 1;152;63;30;23;23;68;157;640;675;647;620;634;713;748;761;702;702;744;746;744;661;294;292;323;623;1;spira;956;304;52950;VIA SARAGOZZA;4657;4539;4000/343434;A;371;SO;109;113.208.167.613.095;444.896.143.680.428;44.4896143680428, 11.3208167613095;518;Giovedì;a195
5634;13119;12/01/2024;0.127 2.10 10 2;41;16;6;6;10;21;58;137;183;156;131;136;136;163;142;126;163;161;191;138;140;90;75;71;918;2;spira;1096;8750;61550;VIALE GIOVANNI VICINI;16683;16679;4000/343434;A;338;SE;195;11.328.173.238.949;444.948.641.751.239;44.4948641751239, 11.328173238949;28;Venerdì;a201
5635;13122;12/01/2024;0.127 2.19 6 1;91;40;11;26;38;60;190;601;644;569;554;540;531;548;573;574;664;635;613;534;421;224;175;176;174;1;spira;565;343;39600;VIA MONTEFIORINO;4614;4680;4000/343434;A;24;N;337;113.160.137.227.682;444.972.742.515.867;44.4972742515867, 11.3160137227682;38;Venerdì;a11
5636;13123;12/01/2024;0.127 2.19 10 1;28;10;4;4;9;25;76;292;355;276;220;224;256;236;244;232;289;337;302;237;189;103;75;66;942;2;spira;1222;358;58000;VIA TOLMINO;4680;16850;4000/343434;A;24;NE;297;113.160.312.523.868;444.974.672.343.601;44.4974672343601, 11.3160312523868;39;Venerdì;b38[0]
5637;13124;12/01/2024;0.127 2.30 6 1;85;51;22;26;42;125;486;1215;1144;989;828;867;934;910;886;846;1020;1161;1029;902;615;421;335;255;296;2;spira;36;5425;45190;VIALE SANDRO PERTINI;13354;13344;4000/343434;A;16;N;340;113.092.167.352.814;445.053.085.046.798;44.5053085046798, 11.3092167352814;53;Venerdì;b4[1][1][0]
5638;13126;12/01/2024;0.127 2.33 2 1;195;77;49;13;37;64;172;631;765;643;583;631;635;649;736;790;863;895;875;691;499;311;284;328;288;1;spira;28;7235;34000;VIA INNOCENZO MALVASIA;14721;8839;4000/343434;A;19;S;160;113.217.226.486.705;445.013.990.198.351;44.5013990198351, 11.3217226486705;59;Venerdì;b53
5640;13131;12/01/2024;0.127 2.82 8 1;8;3;2;1;4;12;28;243;360;126;113;110;115;104;127;141;182;199;217;165;82;47;40;45;206;1;spira;600;2647;44650;VIA PASUBIO;8787;4566;4000/343434;A;42;E;248;113.107.102.075.303;445.006.771.544.669;44.5006771544669, 11.3107102075303;84;Venerdì;b15
5700;13243;12/01/2024;2.5 2.95 6 1;211;86;45;32;49;83;209;835;893;907;848;858;951;943;942;961;924;866;961;932;712;440;390;447;19;1;spira;88;325;52950;VIA SARAGOZZA;4665;4651;4000/343434;A;337;O;90;113.258.609.026.138;444.903.451.512.572;44.4903451512572, 11.3258609026138;497;Venerdì;a60
5702;13249;12/01/2024;2.19 0.127 2 1;59;37;19;10;17;41;80;291;523;488;453;454;576;538;497;534;663;698;740;630;451;239;189;167;175;1;spira;566;343;39600;VIA MONTEFIORINO;4680;4614;4000/343434;A;24;S;157;113.159.062.928.132;444.973.287.210.753;44.4973287210753, 11.3159062928132;421;Venerdì;a67
5703;13250;12/01/2024;2.19 2.19 6 1;51;18;8;5;17;39;129;443;562;446;407;365;427;380;397;396;486;534;472;398;313;174;117;114;176;1;spira;567;357;57650;VIA DEL TIMAVO;4680;4701;4000/343434;A;24;N;338;113.163.420.592.928;444.977.904.881.531;44.4977904881531, 11.3163420592928;426;Venerdì;b38[0]
5704;13251;12/01/2024;2.19 2.82 4 1;21;7;3;1;0;8;29;134;229;104;122;124;94;130;140;134;187;196;164;149;114;87;39;41;205;1;spira;599;7225;44650;VIA PASUBIO;14714;4566;4000/343434;A;42;O;68;113.112.946.339.157;44.500.559.242.279;44.500559242279, 11.3112946339157;431;Venerdì;b26.-170
5708;13258;12/01/2024;2.30 2.29 4 1;61;16;13;8;13;46;87;126;225;214;240;253;275;238;263;246;300;284;275;245;232;103;76;80;295;1;spira;35;6841;21400;VIA EMILIA PONENTE;14442;13345;4000/343434;A;16;NO;65;113.090.333.624.097;445.057.316.740.375;44.5057316740375, 11.3090333624097;468;Venerdì;b10
5709;13259;12/01/2024;2.30 2.31 8 1;19;6;7;3;25;24;33;71;83;104;72;63;64;50;50;52;56;60;76;68;55;26;31;24;189;1;spira;581;5409;21400;VIA EMILIA PONENTE;13344;8807;4000/343434;A;16;E;247;113.096.947.184.232;445.054.053.954.154;44.5054053954154, 11.3096947184232;470;Venerdì;b8
5780;13456;25/01/2024;0.127 2.6 10 1;53;11;3;0;2;15;64;266;278;253;243;231;209;268;285;255;281;280;300;286;189;101;94;119;955;1;spira;1253;8709;1350;VIALE ANTONIO ALDINI;16657;16652;4000/343435;A;49;NO;5;1.132.963.801;4.449.047.298;44.49047298, 11.32963801;74;Giovedì;a210
5782;13459;25/01/2024;0.127 2.10 8 1;25;8;2;0;1;6;33;179;212;136;101;68;149;95;105;101;111;109;112;118;71;35;34;32;166;1;spira;553;954;51000;VIA FRANCESCO RONCATI;6039;6028;4000/343434;A;338;E;287;113.282.993.665.462;444.937.079.783.006;44.4937079783006, 11.3282993665462;26;Giovedì;a117
5783;13460;25/01/2024;0.127 2.10 10 2;35;13;9;9;9;16;59;166;172;151;126;137;130;142;146;137;169;161;157;153;140;81;55;64;918;2;spira;1096;8750;61550;VIALE GIOVANNI VICINI;16683;16679;4000/343434;A;338;SE;195;11.328.173.238.949;444.948.641.751.239;44.4948641751239, 11.328173238949;28;Giovedì;a201
5784;13462;25/01/2024;0.127 2.18 10 2;10;0;1;4;4;9;25;21;39;57;47;60;60;36;44;58;71;63;34;62;40;19;15;16;941;2;spira;1148;2633;25430;VIALE M. KARAMCHAND GANDHI;8763;4568;4000/343434;A;25;;251;113.094.985.934.965;444.988.573.896.583;44.4988573896583, 11.3094985934965;37;Giovedì;b20+19a
5786;13467;25/01/2024;0.127 2.31 2 1;10;2;4;2;3;8;22;96;128;160;150;116;138;148;127;121;130;154;158;117;86;15;21;22;192;1;spira;584;2742;41430;LARGO BARTOLO NIGRISOLI;8761;15769;4000/343434;A;301;S;155;113.156.346.572.437;445.039.426.162.009;44.5039426162009, 11.3156346572437;55;Giovedì;b70
5789;13472;25/01/2024;0.127 2.82 8 1;17;3;4;3;4;13;44;266;285;154;109;108;111;101;94;104;138;197;352;158;100;46;32;21;206;1;spira;600;2647;44650;VIA PASUBIO;8787;4566;4000/343434;A;42;E;248;113.107.102.075.303;445.006.771.544.669;44.5006771544669, 11.3107102075303;84;Giovedì;b15
